Name,SKU,Stock,Retail Price,Discounted Price,image_url,Website Link,image_id,image_filename,image_exists
Pure Tussar Saree Grey Floral With Orange Border QS276305,QS276305,0,6995,6390,https://byrappasilk.in/storage/uploads/fKXkoEE1MuV9lkGQaRE2TYODgu8JO0e01bUG5AF9.webp,https://byrappasilks.in/shop/pure_tussar_saree_grey_floral_with_orange_border_qs276305_1764757586,246,000246.webp,True
Pure Tussar Saree Yellow Floral With Pink BorderQS276306,QS276306,0,6995,6390,https://byrappasilk.in/storage/uploads/MjUGc7M9jKKBTRC0oOnpisDmmFMIpbDT44TEJRab.webp,https://byrappasilks.in/shop/pure_tussar_saree_yellow_floral_with_pink_borderqs276306_1764757610,247,000247.webp,True
Pure Tussar Saree Pink Floral With Yellow BorderQS276305,QS276305,0,6995,6390,https://byrappasilk.in/storage/uploads/DR2XlGVvbCZLROWPMr0JHz0vB2hw9DGMb2pLVu1O.webp,https://byrappasilks.in/shop/pure_tussar_saree_pink_floral_with_yellow_borderqs276305_1764757598,248,000248.webp,True
Satin Banarasi Saree Royal Blue With Zari Border  QS279486,QS279486,0,5495,5020,https://byrappasilk.in/storage/uploads/5Vuip33R3SG7SwQ9V59wwf04Q85DIE061NZCyHwr.webp,https://byrappasilks.in/shop/satin_banarasi_saree_royal_blue_with_zari_border_qs279486_1764760305,249,000249.webp,True
Satin Banarasi Saree Bottle Green With Zari Border QS279486,QS279486,0,5495,5020,https://byrappasilk.in/storage/uploads/6Os85rHxbJ2rf2ohwZPVHspfk3rbZSdfLFEkMIbL.webp,https://byrappasilks.in/shop/satin_banarasi_saree_bottle_green_with_zari_border_qs279486_1764761182_2,250,000250.webp,True
Satin Banarasi Saree Black With Zari Border QS279484,QS279484,0,5495,5020,https://byrappasilk.in/storage/uploads/o4mbjlp0PF9vhstedSdxCkXGP0T5uP869IupFTqO.webp,https://byrappasilks.in/shop/satin_banarasi_saree_black_with_zari_border_qs279484_1764761482,251,000251.webp,True
Satin Banarasi Saree Royal Blue With Zari Border QS279512,QS279512,0,5495,5020,https://byrappasilk.in/storage/uploads/n7mx8kyziUpLvJZjQWtJ6YL89ms747me8onsWmU2.webp,https://byrappasilks.in/shop/satin_banarasi_saree_royal_blue_with_zari_border_qs279512_1764763326,252,000252.webp,True
Satin Banarasi Saree Rani Pink With Zari Border QS279511,QS279511,0,5495,5020,https://byrappasilk.in/storage/uploads/j1CboIpNaEt8hRyOciwTi3HYT5Mx6bxcrFf2Ijph.webp,https://byrappasilks.in/shop/satin_banarasi_saree_rani_pink_with_zari_border_qs279511_1764763456,253,000253.webp,True
Satin Banarasi Saree Black With Zari Border QS259510,QS259510,5,5495,5020,https://byrappasilk.in/storage/uploads/oSgVihf0kLbGG2R3QDpSvSsvctVbr6AmtsPjLcb6.webp,https://byrappasilks.in/shop/satin_banarasi_saree_black_with_zari_border_qs259510_1764771259,254,000254.webp,True
Pure Tussar Saree With Meenakari Work Bottel Green Colour QS279699,QS279699,0,11665,10655,https://byrappasilk.in/storage/uploads/o9RMJRJYf2cMcMoNxcN4SdiiA6mu7Rnlw462yc9y.webp,https://byrappasilks.in/shop/pure_tussar_saree_with_meenakari_work_bottel_green_colour_qs279699_1764927800,255,000255.webp,True
Pure Tussar Saree With Meenakari Work Purple Colour QS279697,QS279697,0,11665,10655,https://byrappasilk.in/storage/uploads/TYAobQXH9fTvQ6kCgW9ES7Kt1SZWgzPafGLuZ8Hm.webp,https://byrappasilks.in/shop/pure_tussar_saree_with_meenakari_work_purple_colour_qs279697_1764928078,256,000256.webp,True
Pure Tussar Saree With Meenakari Work Black Colour QS279691,QS279691,0,11665,10655,https://byrappasilk.in/storage/uploads/fYK6mTlrutVyiXms4oA93pgCgZNH5kiqUkfbHNW0.webp,https://byrappasilks.in/shop/pure_tussar_saree_with_meenakari_work_black_colour_qs279691_1764928300,257,000257.webp,True
Pure Tussar Saree With Meenakari Work Deep Purple Colour QS279695,QS279695,0,11665,10655,https://byrappasilk.in/storage/uploads/vux05wvZQjIj5nztQimxgVbk8zVM6APLPjcoMlzq.webp,https://byrappasilks.in/shop/pure_tussar_saree_with_meenakari_work_deep_purple_colour_qs279695_1764935991,258,000258.webp,True
Pure Tussar Saree With Meenakari Work Black Colour QS279693,QS279693,0,11665,10655,https://byrappasilk.in/storage/uploads/1mhUNZF1mRSNvVNWXojqvqdtRYqHVmOmrmzNwypA.webp,https://byrappasilks.in/shop/pure_tussar_saree_with_meenakari_work_black_colour_qs279693_1764936311,259,000259.webp,True
Raw Silk with Cut Work White Saree QS280181,QS280181,0,5495,5020,https://byrappasilk.in/storage/uploads/TslZFTG3FI9gJQ7weXAirvj8jwDBKe5bJ1JiCEPL.webp,https://byrappasilks.in/shop/raw_silk_with_cut_work_white_saree_qs280181_1764946984,260,000260.webp,True
Raw Silk with Cut Work Black Saree QS280192,QS280192,0,5495,5020,https://byrappasilk.in/storage/uploads/rW7EwgZVrprWiv5YQgyQU8GUC0JNbdzOkYam9yVi.webp,https://byrappasilks.in/shop/raw_silk_with_cut_work_black_saree_qs280192_1764947076,261,000261.webp,True
Pure Satin Banarasi Royal Blue & Black Striped Saree QS279682,QS279682,0,19995,18265,https://byrappasilk.in/storage/uploads/WupM8AFxnfTothXrgfxSRFKFU52bgTNVws9UmkDw.webp,https://byrappasilks.in/shop/pure_satin_banarasi_royal_blue_black_striped_saree_qs279682_1765223106,262,000262.webp,True
Pure Satin Banarasi Regal Purple & Black Striped Saree QS279681,QS279681,0,19995,18265,https://byrappasilk.in/storage/uploads/qKmlY44LF7pKzcUiUFtC30knTFxOGY0CcIvW8uTr.webp,https://byrappasilks.in/shop/pure_satin_banarasi_regal_purple_black_striped_saree_qs279681_1765223232,263,000263.webp,True
Pure Organza Pink Aplic Work Saree QS280429,QS280429,1,9665,8830,https://byrappasilk.in/storage/uploads/VgQschzZkImUEnZsdyJ9qxMfBp9Hm6xL5iLEf0Jn.webp,https://byrappasilks.in/shop/pure_organza_pink_aplic_work_saree_qs280429_1765278158,264,000264.webp,True
Pure Organza Green  Aplic Work Saree. QS280443,QS280443,1,9665,8830,https://byrappasilk.in/storage/uploads/LVQMonEUekL57frOELbtyZhKOwWsN05wbS8VESPa.webp,https://byrappasilks.in/shop/pure_organza_green_aplic_work_saree_qs280443_1765278436,265,000265.webp,True
KADIYAL MIX SEMI SILK  Lavender and Orange QW203833,QW203833,0,1695,1550,https://byrappasilk.in/storage/uploads/ar9022dJPhepMRFbqctcTOdsTht4zRY8YaM3Mq9m.webp,https://byrappasilks.in/shop/kadiyal_mix_semi_silk_lavender_and_orange_qw203833_1765461639,266,000266.webp,True
KADIYAL MIX SEMI SILK Green and Pink QW203831,QW203831,0,1695,1550,https://byrappasilk.in/storage/uploads/lP5BOgNsr9r42HIowVhJAuIFUy6iFPIfhp4fk517.webp,https://byrappasilks.in/shop/kadiyal_mix_semi_silk_green_and_pink_qw203831_1765461661,267,000267.webp,True
KADIYAL MIX SEMI SILK  Brown and Pink QW203834,QW203834,0,1695,1550,https://byrappasilk.in/storage/uploads/hjgkqIcvufL2yzWB6UrGXqw65hcZE3ljhnDQmdLL.webp,https://byrappasilks.in/shop/kadiyal_mix_semi_silk_brown_and_pink_qw203834_1765461553,268,000268.webp,True
KADIYAL MIX SEMI SILK Black and Pink QW203832,QW203832,0,1695,1550,https://byrappasilk.in/storage/uploads/OXiSX8wrtAOe8ZBOCPrOEqq1AXmHyjFnw3nOYlmR.webp,https://byrappasilks.in/shop/kadiyal_mix_semi_silk_black_and_pink_qw203832_1765461522,269,000269.webp,True
KADIYAL MIX SEMI SILK  Brown and Mustard QW203830,QW203830,-2,1695,1550,https://byrappasilk.in/storage/uploads/ZhEOqUAbK9Wl8doy3lZDtaNj1aUgWUFVefaXyPk1.webp,https://byrappasilks.in/shop/kadiyal_mix_semi_silk_brown_and_mustard_qw203830_1765461489,270,000270.webp,True
KADIYAL MIX SEMI SILK  Rust Orange and Maroon QW203835,QW203835,0,1695,1550,https://byrappasilk.in/storage/uploads/NdPgmZGIKt6D8EaFxlMk8Q3sDvihILywYTO16UHm.webp,https://byrappasilks.in/shop/kadiyal_mix_semi_silk_rust_orange_and_maroon_qw203835_1765461450,271,000271.webp,True
KADIYAL MIX SEMI SILK  White and Wine QW203836,QW203836,-2,1695,1550,https://byrappasilk.in/storage/uploads/8xDejexmsJoljoxuO3qk8nU68OIrZW10mftGEdO2.webp,https://byrappasilks.in/shop/kadiyal_mix_semi_silk_white_and_wine_qw203836_1765461683,272,000272.webp,True
Banarasi Satin Saree Pink with All-Over Geometric Zari QS267961,QS267961,0,7900,4150,https://byrappasilk.in/storage/uploads/La19HFPVkPVd0GhfUn3CL53PLUsOvWxM2CQJp4fX.webp,https://byrappasilks.in/shop/banarasi_satin_saree_pink_with_all_over_geometric_zari_qs267961_1765438996,273,000273.webp,True
Banarasi Satin Saree Mint Green with All-Over Geometric Zari QS248942,QS248942,0,7900,4150,https://byrappasilk.in/storage/uploads/TcbstQhG3mutUYSweRYcwbNfUC704W7oSQpXGIBB.webp,https://byrappasilks.in/shop/banarasi_satin_saree_mint_green_with_all_over_geometric_zari_qs248942_1765439247,274,000274.webp,True
Semi Kanjeevaram Saree Redish Orange & pink Border QW203322,QW203322,0,1795,1500,https://byrappasilk.in/storage/uploads/4D1imDr3pTCSiXCg7GbHnItFirGFz0HniTfJnr6t.webp,https://byrappasilks.in/shop/semi_kanjeevaram_saree_redish_orange_pink_border_qw203322_1765606959,275,000275.webp,True
Banarasi saree With Gold Zari Maroon Colour QS281932,QS281932,0,4695,4290,https://byrappasilk.in/storage/uploads/zoyy0s24DG9WSIA0DwKXx8dwPT4RbFRqRFkLp299.webp,https://byrappasilks.in/shop/banarasi_saree_with_gold_zari_maroon_colour_qs281932_1765947116,276,000276.webp,True
Pure Handloom Banaras Saree Black QS279684,QS279684,0,19995,18265,https://byrappasilk.in/storage/uploads/K25HJxAUCvlQoBPO7n3kgq86L9QVB4AhnjCsHtW1.webp,https://byrappasilks.in/shop/pure_handloom_banaras_saree_black_qs279684_1765954471,277,000277.webp,True
Pure Handloom Banaras Saree Black QS279683,QS279683,1,19995,18265,https://byrappasilk.in/storage/uploads/pKUYzSgdoAw93LS8uRo0cUc5WQDrCySpi3HP1wMA.webp,https://byrappasilks.in/shop/pure_handloom_banaras_saree_black_qs279683_1765954562,278,000278.webp,True
Pure Kathan Banaras Black Saree QS232229,QS232229,1,31995,29230,https://byrappasilk.in/storage/uploads/jQ05uZJ6ElkYiufctpfQPQKNlrkcnfmyE6pnxzYk.webp,https://byrappasilks.in/shop/pure_kathan_banaras_black_saree_qs232229_1765955557,279,000279.webp,True
Organza Saree White - Colour QS279573,QS279573,1,2895,2645,https://byrappasilk.in/storage/uploads/qA6qjzbcQAajl5KOLrg074Jge9LsiRGlwVM70ieu.webp,https://byrappasilks.in/shop/organza_saree_white_colour_qs279573_1765981119,280,000280.webp,True
Pure Kathan Banaras Black Saree QS279688,QS279688,0,52995,48410,https://byrappasilk.in/storage/uploads/Q7FfUiiORVWyb13UoAieaYNIlLTpCpfMv90lJb3f.webp,https://byrappasilks.in/shop/pure_kathan_banaras_black_saree_qs279688_1766040354,281,000281.webp,True
Pure Kathan Banaras Black Saree QS279687,QS279687,1,36995,33795,https://byrappasilk.in/storage/uploads/SkS0gj35TtTelnT9P1bMrPS5v9qDlb7upphaqnrl.webp,https://byrappasilks.in/shop/pure_kathan_banaras_black_saree_qs279687_1766040721,282,000282.webp,True
Pure Kathan Banaras Black Saree QS279686,QS279686,1,49995,45670,https://byrappasilk.in/storage/uploads/7V7MAR0ECUsoL7bbXd3fDaMOWVIxKZUn9b4tm3hw.webp,https://byrappasilks.in/shop/pure_kathan_banaras_black_saree_qs279686_1766040908,283,000283.webp,True
Pure Banaras saree With Gold Zari Floral Work Red Colour QS280547,QS280547,0,5695,5205,https://byrappasilk.in/storage/uploads/lg4v4fomANQwbx5o9uYAdd8mgGq8tTiofhvxiv6i.webp,https://byrappasilks.in/shop/pure_banaras_saree_with_gold_zari_floral_work_red_colour_qs280547_1766051539,284,000284.webp,True
Pure Banaras saree With Gold Zari Floral Work Black Colour QS280545,QS280545,0,5695,5205,https://byrappasilk.in/storage/uploads/R5CTduIPdFmVj1pFok4ZBQibfyMAVDNJ36pKpN8o.webp,https://byrappasilks.in/shop/pure_banaras_saree_with_gold_zari_floral_work_black_colour_qs280545_1766051735,285,000285.webp,True
Pure Banaras saree With Gold Zari Floral Work Pink Colour QS280548,QS280548,0,5695,5205,https://byrappasilk.in/storage/uploads/1wToQbMTvOlpb0JzIFwMj3l7MeQDmBz9ZO28klbW.webp,https://byrappasilks.in/shop/pure_banaras_saree_with_gold_zari_floral_work_pink_colour_qs280548_1766056374,286,000286.webp,True
Pure Banaras saree With Gold Zari Floral Work Olive Green Colour QS280544,QS280544,0,5695,5205,https://byrappasilk.in/storage/uploads/VL6y5EqjQ7dCY8tfkWxPYiMPVU3pCT8Szs9c2xWT.webp,https://byrappasilks.in/shop/pure_banaras_saree_with_gold_zari_floral_work_olive_green_colour_qs280544_1766058044,287,000287.webp,True
Pure Tussar saree With Hand Work Onion Pink QS278727,QS278727,0,19995,18265,https://byrappasilk.in/storage/uploads/G0Sedyv4Ev0w1qMBy1XJyyRqXemKocxrEdivAyt6.webp,https://byrappasilks.in/shop/pure_tussar_saree_with_hand_work_onion_pink_qs278727_1766068207,288,000288.webp,True
Navy Blue Pure Mysore Silk Saree with Golden Checks and Border QS28743,QS28743,0,38995,35622,https://byrappasilk.in/storage/uploads/b4KWODI1PkcGUoJ3Or4NmDUizIA992k9Yunf7R1X.webp,https://byrappasilks.in/shop/navy_blue_pure_mysore_silk_saree_with_golden_checks_and_border_qs28743_1766134050,289,000289.webp,True
Royal Blue Pure Mysore Silk Saree with Golden Checks and Border QS282741,QS282741,0,34995,31967,https://byrappasilk.in/storage/uploads/qORoCvFsfeM9OED8TXT37JzxMGnvRmNl3OZob6Jy.webp,https://byrappasilks.in/shop/royal_blue_pure_mysore_silk_saree_with_golden_checks_and_border_qs282741_1766134645,290,000290.webp,False
Pure Mysore Silk Saree with pink & Contrast Blue Zari Border QS270932,QS270932,0,11665,10655,https://byrappasilk.in/storage/uploads/uG18LSUsB5JmN6ps5rVoenU3tGIQyLZ9LNnPwPmO.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_with_pink_contrast_blue_zari_border_qs270932_1766168796,291,000291.webp,False
Tissue Saree With Lotus Printed QS282590,QS282590,0,11995,10955,https://byrappasilk.in/storage/uploads/rqAGmUvSBXWaF8qHhCZG0Omwn6TWe4QenvE46Y4y.webp,https://byrappasilks.in/shop/tissue_saree_with_lotus_printed_qs282590_1766309076,292,000292.webp,False
Tissue Saree With Floral & Bird Printed QS282588,QS282588,0,10995,10045,https://byrappasilk.in/storage/uploads/49XTu90mcqdRKBgJwvq0lRh1rXFwx9DsJ5mKzgGz.webp,https://byrappasilks.in/shop/tissue_saree_with_floral_bird_printed_qs282588_1766308804,293,000293.webp,True
Organza saree White QS282374,QS282374,0,2895,2645,https://byrappasilk.in/storage/uploads/jZJZi5ztqYW9WHVrRZKpxPi1BVDJ9tWXzF341bxa.webp,https://byrappasilks.in/shop/organza_saree_white_qs282374_1766239313,294,000294.webp,True
Organza saree Bird Motif Beige Colour QS280213,QS280213,0,3695,3375,https://byrappasilk.in/storage/uploads/pyish2oYNjDzj7gPygMCneC97U0iEakF3jMNMMWw.webp,https://byrappasilks.in/shop/organza_saree_bird_motif_beige_colour_qs280213_1766474485,295,000295.webp,True
Organza saree Bird Motif Mint Green Colour QS280213,QS280213,0,3695,3375,https://byrappasilk.in/storage/uploads/tYJygXBHsBge7An0axVYuaqngaTlTsL3l9ZEvyJF.webp,https://byrappasilks.in/shop/organza_saree_bird_motif_mint_green_colour_qs280213_1766474460,296,000296.webp,True
Organza Saree With Peacock Design QS279559,QS279559,0,2895,2645,https://byrappasilk.in/storage/uploads/ryqMYhL1P2ePX3DkPA1XeeLUDyg5T42f8gU5wZE1.webp,https://byrappasilks.in/shop/organza_saree_with_peacock_design_qs279559_1766558820,297,000297.webp,True
Organza Saree With Peacock Design QS281398,QS281398,0,2895,2645,https://byrappasilk.in/storage/uploads/vmns3YNOjzWy5CCXkevN4J35GeNXiK5O4Uu7uCRk.webp,https://byrappasilks.in/shop/organza_saree_with_peacock_design_qs281398_1766559087,298,000298.webp,True
Banaras Saree Pink & Gold QS283764,QS283764,0,5995,5480,https://byrappasilk.in/storage/uploads/3gv1T05P1uOt14GkB3hUXd8Skk4kLy8A34B0YVBp.webp,https://byrappasilks.in/shop/banaras_saree_pink_gold_qs283764_1766564534,299,000299.webp,True
Banaras Saree Yellow & Gold QS283746,QS283746,0,5995,5480,https://byrappasilk.in/storage/uploads/wKHgMp0sum77UutcnYAWAy8GZFkvqFTvS7DDzgGO.webp,https://byrappasilks.in/shop/banaras_saree_yellow_gold_qs283746_1766564918,300,000300.webp,True
Handloom Pure Silk Sarees QS283097,QS283097,0,10995,10045,https://byrappasilk.in/storage/uploads/2cY8xTL5a5FtesY4sA6S3JEpIGPfZcVoNRQWCcH9.webp,https://byrappasilks.in/shop/handloom_pure_silk_sarees_qs283097_1766569999,301,000301.webp,True
Handloom Pure Silk Saree QS283092,QS283092,0,10995,10045,https://byrappasilk.in/storage/uploads/Tc39sCX681MlPqNq1VHl1l6c6OPw3qJaxlH1yg5u.webp,https://byrappasilks.in/shop/handloom_pure_silk_saree_qs283092_1766570501,302,000302.webp,True
Handloom Pure Silk Sarees QS283099,QS283099,0,10995,10045,https://byrappasilk.in/storage/uploads/MwMqZeeGYl9JqHVv3PPTCQptiZY8bTIHzzsvOmHf.webp,https://byrappasilks.in/shop/handloom_pure_silk_sarees_qs283099_1766570666,303,000303.webp,True
Handloom Pure Silk Saree QS276178,QS276178,0,9995,9130,https://byrappasilk.in/storage/uploads/QuUabpBoZhwhL7xlrfa644INbMYdfRlpWJcmcJOW.webp,https://byrappasilks.in/shop/handloom_pure_silk_saree_qs276178_1766570792,304,000304.webp,True
Pure Mysore Silk Saree Small Zari Checks Pink Colour QS283458,QS283458,0,13665,12480,https://byrappasilk.in/storage/uploads/ibPzqbqL9ZtW9BkWsAgOMT4qnXhV2GV8ziLxl1qm.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_small_zari_checks_pink_colour_qs283458_1766600802,305,000305.webp,True
Pure Mysore Silk Saree Small Zari Checks Rose Pink Colour QS283452,QS283452,0,13665,12480,https://byrappasilk.in/storage/uploads/mUuX0JsT6mQiGN4molC4IcPmqNj8ZDoe9kshKMyH.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_small_zari_checks_rose_pink_colour_qs283452_1766600947,306,000306.webp,True
Pure Mysore Silk Saree Small Zari Checks Slate Grey QS283456,QS283456,0,13665,12480,https://byrappasilk.in/storage/uploads/juzwM07WBumj7im6FTleHutCX8GA1RrPFqimsweQ.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_small_zari_checks_slate_grey_qs283456_1766601165,307,000307.webp,True
Organza saree White Colour QS280172,QS280172,0,2995,2735,https://byrappasilk.in/storage/uploads/0vlTYGyO9Ck9Id5Zp42ZooPUDicDvKH4xlNLXK7J.webp,https://byrappasilks.in/shop/organza_saree_white_colour_qs280172_1766824574,308,000308.webp,True
Pure Mysore Silk Saree Blue & Off-White QS284400,QS284400,0,14995,13697,https://byrappasilk.in/storage/uploads/LEV5hA1Kf0n0mCi40ElG94tYB340qWTwBKf6uCqH.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_blue_off_white_qs284400_1766991076,309,000309.webp,True
Pure Mysore Silk Saree Yellow & Off-White QS284400,QS284400,0,14995,13697,https://byrappasilk.in/storage/uploads/fNRgMrm95uuHAAJBRNbTtWi8V5lJVyIY1GqiqHfB.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_yellow_off_white_qs284400_1766991253,310,000310.webp,True
Pure Mysore Silk Saree Green & Off-White QS284400,QS284400,0,14995,13697,https://byrappasilk.in/storage/uploads/REBHdXRuvfKeOcI5dJhEy8z0qb8tvq8k8HL5Z28D.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_green_off_white_qs284400_1766993379,311,000311.webp,True
Pure Mysore Silk Saree Brown & Off-White QS284400,QS284400,0,14995,13697,https://byrappasilk.in/storage/uploads/dtza5WXh6392hdUEdFtoaHglrwUIIQuEQw5Ec6Ft.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_brown_off_white_qs284400_1766994354,312,000312.webp,True
Pure Mysore Silk Saree Lime Green & Off-White QS284400,QS284400,-1,14995,13697,https://byrappasilk.in/storage/uploads/GvnF9Y0Ss5yq2JP8Q5yLOqoB9O09wlcmjAFxej5t.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_lime_green_off_white_qs284400_1766994550,313,000313.webp,True
Pure Mysore Silk Saree Pink & Off-White QS284400,QS284400,0,14995,13697,https://byrappasilk.in/storage/uploads/XvMsBt68mmAlqI0pm9ODWFuNbopuiOlNH6dK0hD2.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_pink_off_white_qs284400_1766994695,314,000314.webp,True
Semi Kanjeevaram In Rust Orange & Maroon Border QW203322,QW203322,3,1795,1500,https://byrappasilk.in/storage/uploads/8ODntWfCAhVdHXoXhTn3gFKuhFSaCSPfyehlEBRb.webp,https://byrappasilks.in/shop/semi_kanjeevaram_in_rust_orange_maroon_border_qw203322_1767011396,315,000315.webp,True
Banarasi Saree Animal Motifs Cream & Pink Border QS286050,QS286050,1,4995,4560,https://byrappasilk.in/storage/uploads/4BfS9rRMZxIh1WXwEksx5msOCvLYvsv3ROHmJpyM.webp,https://byrappasilks.in/shop/banarasi_saree_animal_motifs_cream_pink_border_qs286050_1767075391,316,000316.webp,True
Pure Organza saree With Banarasi Border QS279600,QS279600,0,14665,13400,https://byrappasilk.in/storage/uploads/3yXpgtmQyuaWTm0Q4nld81hoUT654LuGc46i841D.webp,https://byrappasilks.in/shop/pure_organza_saree_with_banarasi_border_qs279600_1767079558_2,317,000317.webp,True
Pure Organza saree With Banarasi Border QS279600,QS279600,0,14665,13400,https://byrappasilk.in/storage/uploads/tQOlGaWAjLQQBizIZIS5IiJGkZ6mVA0PFQUNT4Jv.webp,https://byrappasilks.in/shop/pure_organza_saree_with_banarasi_border_qs279600_1767079535,318,000318.webp,True
Pure Organza saree With Banarasi Border QS279600,QS279600,0,14665,13400,https://byrappasilk.in/storage/uploads/HJ5WOg6jerX57Aj1EuMDQOnAOeQcfTlbacATysl2.webp,https://byrappasilks.in/shop/pure_organza_saree_with_banarasi_border_qs279600_1767079775_3,319,000319.webp,True
Satin Saree With Parrot Pallu QS284694,QS284694,0,4595,4197,https://byrappasilk.in/storage/uploads/458V1fq9hYXQhh35405MsSEvEw4eGv55oY9CM85v.webp,https://byrappasilks.in/shop/satin_saree_with_parrot_pallu_qs284694_1767080837,320,000320.webp,True
Pure Kathan Banaras Vibrant Multi Colour Striped Saree QS282585,QS282585,0,28995,26480,https://byrappasilk.in/storage/uploads/DSz3nLVkPeSJ54WDTglrjns3l2aekgkrKbO9v53G.webp,https://byrappasilks.in/shop/pure_kathan_banaras_vibrant_multi_colour_striped_saree_qs282585_1767082117,321,000321.webp,True
Tussar saree Thread Work Black Colour QS286265,QS286265,0,3895,3560,https://byrappasilk.in/storage/uploads/Eh5ZOCrZ24zznolV6fT05fwcLHp3gf93GEN3bCWE.webp,https://byrappasilks.in/shop/tussar_saree_thread_work_black_colour_qs286265_1767090485,322,000322.webp,True
Tussar saree Thread Work Cream Colour QS286265,QS286265,0,3895,3560,https://byrappasilk.in/storage/uploads/o5ltHaMYP8NxdcfxidIX3P4qNdLJ23SX0pKNY3bS.webp,https://byrappasilks.in/shop/tussar_saree_thread_work_cream_colour_qs286265_1767090702,323,000323.webp,True
Semi Tussar Saree With Lotus Print Yellow Colour QS286172,QS286172,0,3795,3465,https://byrappasilk.in/storage/uploads/Aq4twDuYkXSQzzfISAZMfARW1RoGMRvo2xr6bcQY.webp,https://byrappasilks.in/shop/semi_tussar_saree_with_lotus_print_yellow_colour_qs286172_1767424927,324,000324.webp,True
Semi Tussar Saree With Lotus Print Mauve Brown Colour  QS286173,QS286173,0,3795,3465,https://byrappasilk.in/storage/uploads/u0vwtjhkkstqdNVI4NzQiPCikcBGG3VjFJZxItsa.webp,https://byrappasilks.in/shop/semi_tussar_saree_with_lotus_print_mauve_brown_colour_qs286173_1767425292,325,000325.webp,True
Semi Tussar Saree With Lotus Print Pink Colour QS286173,QS286173,0,3795,3465,https://byrappasilk.in/storage/uploads/8ysBXUo0Q4G1hMEfrEL6bi2fVAS0mzYk3l6y1CMK.webp,https://byrappasilks.in/shop/semi_tussar_saree_with_lotus_print_pink_colour_qs286173_1767425632,326,000326.webp,True
Semi Tussar Saree With Floral Print Black Colour QS286254,QS286254,0,3595,3285,https://byrappasilk.in/storage/uploads/TIpDagoUIvMOXCwseQvNlJDVL6Wjye2JYWXc9WKY.webp,https://byrappasilks.in/shop/semi_tussar_saree_with_floral_print_black_colour_qs286254_1767426523,327,000327.webp,True
Semi Tussar Saree With Floral Print Cream Colour QS286254,QS286254,0,3595,3285,https://byrappasilk.in/storage/uploads/3tihByQewfGvJaeG3Usv3id9Ay1jT3XoB43vuQo9.webp,https://byrappasilks.in/shop/semi_tussar_saree_with_floral_print_cream_colour_qs286254_1767428416,328,000328.webp,True
Semi Tussar Saree With Floral Print Purple Colour QS286226,QS286226,0,3595,3285,https://byrappasilk.in/storage/uploads/TTuksNGkwEa5mG3KT2N6jCXatCaYb4CVG8HS8FzW.webp,https://byrappasilks.in/shop/semi_tussar_saree_with_floral_print_purple_colour_qs286226_1767429444,329,000329.webp,True
Organza Saree With Floral Print Onion Pink Colour QS286255,QS286255,0,5495,5020,https://byrappasilk.in/storage/uploads/cQ1lHVCfN0aiqMPH171MJqlchym0u8wy0XalB1Sl.webp,https://byrappasilks.in/shop/organza_saree_with_floral_print_onion_pink_colour_qs286255_1767431992,330,000330.webp,True
Bandhani Banaras Saree With Meenakari Work Yellow Colour QS286066,QS286066,0,4995,4560,https://byrappasilk.in/storage/uploads/Qat0qX2fH7z6nUge2dnwMTDKHpLSaNm1kV38hB3f.webp,https://byrappasilks.in/shop/bandhani_banaras_saree_with_meenakari_work_yellow_colour_qs286066_1767616852,331,000331.webp,True
Bandhani Banaras Saree With Meenakari Work Cream Colour QS286066,QS286066,0,4995,4560,https://byrappasilk.in/storage/uploads/AXl3NEqS8H1UhNimxCq1kxEGQXuwJTfDE2GzHmEz.webp,https://byrappasilks.in/shop/bandhani_banaras_saree_with_meenakari_work_cream_colour_qs286066_1767616780,332,000332.webp,True
Tussar Saree Maroon Saree QS286146,QS286146,0,3995,3650,https://byrappasilk.in/storage/uploads/sM3ljTOirCKD3SpfxlgmghcUIcTQ2NPZ29YzSNma.webp,https://byrappasilks.in/shop/tussar_saree_maroon_saree_qs286146_1767712570,333,000333.webp,True
Tussar Saree Green QS286142,QS286142,0,3995,3650,https://byrappasilk.in/storage/uploads/d9fB2xdnqtNNdSWRnSroorIreWO240skYBJWXt0F.webp,https://byrappasilks.in/shop/tussar_saree_green_qs286142_1767712560,334,000334.webp,True
Tussar Saree Wine QS286148,QS286148,0,3995,3650,https://byrappasilk.in/storage/uploads/8WE4Havn8ZE8lod6OdG7ag87hjuRvsDz0Luzm9E4.webp,https://byrappasilks.in/shop/tussar_saree_wine_qs286148_1767712552,335,000335.webp,True
Tussar Saree Red QS286138,QS286138,0,3995,3650,https://byrappasilk.in/storage/uploads/NIQ86SCWNovlKFZ26ICxln9FjLUG4RahBUG0kZuK.webp,https://byrappasilks.in/shop/tussar_saree_red_qs286138_1767712541,336,000336.webp,True
