Name,SKU,Stock,Retail Price,Discounted Price,image_url,Website Link,image_id,image_filename,image_exists
Semi Khaddhi Georgette Saree Purple QS295360,QS295360,0,2895,2645,https://byrappasilk.in/storage/products/featured/featured_6987394c6b0af.webp,https://byrappasilks.in/shop/semi_khaddhi_georgette_saree_purple_qs295360,479,000479.webp,True
Semi Khaddhi Georgette Saree Dark Grey QS295357,QS295357,-1,2895,2645,https://byrappasilk.in/storage/products/featured/featured_69873a23145d7.webp,https://byrappasilks.in/shop/semi_khaddhi_georgette_saree_dark_grey_qs295357,480,000480.webp,True
Semi Khaddhi Georgette Saree Dark Blue QS295368,QS295368,0,2895,2645,https://byrappasilk.in/storage/products/featured/featured_69873b52515ec.webp,https://byrappasilks.in/shop/semi_khaddhi_georgette_saree_dark_blue_qs295368_2,481,000481.webp,True
Semi Khaddhi Georgette Saree Red QS295348,QS295348,0,2895,2645,https://byrappasilk.in/storage/products/featured/featured_69873e5656e08.webp,https://byrappasilks.in/shop/semi_khaddhi_georgette_saree_red_qs295348,482,000482.webp,True
Semi Khaddhi Georgette Saree Maroon QS295355,QS295355,0,2895,2645,https://byrappasilk.in/storage/products/featured/featured_698740745bbed.webp,https://byrappasilks.in/shop/semi_khaddhi_georgette_saree_maroon_qs295355,483,000483.webp,True
Pochampally Saree Green & Orange Border QS284000,QS284000,0,15995,14612,https://byrappasilk.in/storage/products/featured/featured_6989a53f7ef9a.webp,https://byrappasilks.in/shop/pochampally_saree_green_orange_border_qs284000,484,000484.webp,True
Pochampally Saree Blue & Orange Border QS284001,QS284001,0,15995,14612,https://byrappasilk.in/storage/products/featured/featured_6989a665ecccd.webp,https://byrappasilks.in/shop/pochampally_saree_blue_orange_border_qs284001,485,000485.webp,True
Pochampally Saree Redish Orange & Blue Border QS283993,QS283993,0,14995,13698,https://byrappasilk.in/storage/products/featured/featured_6989a80e46075.webp,https://byrappasilks.in/shop/pochampally_saree_redish_orange_blue_border_qs283993,486,000486.webp,True
Pochampally Saree Orange & Blue Border QS283992,QS283992,-3,14995,13698,https://byrappasilk.in/storage/products/featured/featured_6989a9e595591.webp,https://byrappasilks.in/shop/pochampally_saree_orange_blue_border_qs283992,487,000487.webp,True
Pochampally Saree Half White & Purple BorderQS284011,QS284011,0,17995,16439,https://byrappasilk.in/storage/products/featured/featured_6989abb44c685.webp,https://byrappasilks.in/shop/pochampally_saree_half_white_purple_borderqs284011_1,488,000488.webp,True
Organza Saree With Aplic Work Ivory QS295244,QS295244,0,3895,3559,https://byrappasilk.in/storage/products/featured/featured_698ae453a114b.webp,https://byrappasilks.in/shop/organza_saree_with_aplic_work_ivory_qs295244,489,000489.webp,True
Organza Saree With Aplic Work Lavender Pink QS295239,QS295239,0,3895,3559,https://byrappasilk.in/storage/products/featured/featured_698ae77323376.webp,https://byrappasilks.in/shop/organza_saree_with_aplic_work_lavender_pink_qs295239,490,000490.webp,True
Organza Saree With Aplic Work Champagne QS295243,QS295243,0,3895,3559,https://byrappasilk.in/storage/products/featured/featured_698ae87bcdd02.webp,https://byrappasilks.in/shop/organza_saree_with_aplic_work_champagne_qs295243,491,000491.webp,True
Organza Saree With Aplic Work Half White QS295247,QS295247,0,3895,3559,https://byrappasilk.in/storage/products/featured/featured_698ae98743248.webp,https://byrappasilks.in/shop/organza_saree_with_aplic_work_half_white_qs295247,492,000492.webp,True
Semi Georgette Saree Redish Pink QS263075,QS263075,0,2995,2736,https://byrappasilk.in/storage/products/featured/featured_698c7aa1522a8.webp,https://byrappasilks.in/shop/semi_georgette_saree_redish_pink_qs263075,493,000493.webp,True
Cocktail saree Yellow with Sequence & Blouse QW205693,QW207674,1,13995,12785,https://byrappasilk.in/storage/products/featured/featured_698ebb7ae214d.webp,https://byrappasilks.in/shop/cocktail_saree_yellow_with_sequence_blouse_qw205693,494,000494.webp,True
Georgette Saree Sky Blue Colour QW207674,QW207674,3,3995,3650,https://byrappasilk.in/storage/products/featured/featured_698ec0d38d4c1.webp,https://byrappasilks.in/shop/georgette_saree_sky_blue_colour_qw207674,495,000495.webp,True
Georgette Saree Onion Pink Colour QW207680,QW207680,0,3995,3650,https://byrappasilk.in/storage/products/featured/featured_698ec164b240a.webp,https://byrappasilks.in/shop/georgette_saree_onion_pink_colour_qw207680,496,000496.webp,True
Georgette Saree Lavender Colour QW207709,QW207709,0,3995,3650,https://byrappasilk.in/storage/products/featured/featured_698ec2be5b474.webp,https://byrappasilks.in/shop/georgette_saree_lavender_colour_qw207709,497,000497.webp,True
Georgette Saree Maroon Colour QW207695,QW207695,-1,3995,3650,https://byrappasilk.in/storage/products/featured/featured_698ec533a5eee.webp,https://byrappasilks.in/shop/georgette_saree_maroon_colour_qw207695_1,498,000498.webp,True
Georgette Saree Black Colour QW207709,QW207709,0,3995,3650,https://byrappasilk.in/storage/products/featured/featured_698ed4b849292.webp,https://byrappasilks.in/shop/georgette_saree_black_colour_qw207709,499,000499.webp,True
Muhurtham Silk Saree QS297654,QS297654,0,16995,15525,https://byrappasilk.in/storage/products/featured/featured_698f0ca5924fa.webp,https://byrappasilks.in/shop/muhurtham_silk_saree_qs297654,500,000500.webp,True
Semi Khaddhi Georgette Saree Purple & Pink Border QS298150,QS298150,0,2795,2554,https://byrappasilk.in/storage/products/featured/featured_69904de3648c6.webp,https://byrappasilks.in/shop/semi_khaddhi_georgette_saree_purple_pink_border_qs298150,501,000501.webp,True
Semi Khaddhi Georgette Saree Red QS298150,QS298150,0,2795,2554,https://byrappasilk.in/storage/products/featured/featured_69905028d4b75.webp,https://byrappasilks.in/shop/semi_khaddhi_georgette_saree_red_qs298150,502,000502.webp,True
Semi Khaddhi Georgette Saree Olive Green QS298160,QS298160,0,2795,2554,https://byrappasilk.in/storage/products/featured/featured_699050fc9450d.webp,https://byrappasilks.in/shop/semi_khaddhi_georgette_saree_olive_green_qs298160,503,000503.webp,True
Georgette Saree Vibrant Yellow & Red QW207664,QW207664,0,5295,4837,https://byrappasilk.in/storage/products/featured/featured_69906ee21f174.webp,https://byrappasilks.in/shop/georgette_saree_vibrant_yellow_red_qw207664,504,000504.webp,True
Georgette Saree Magenta & Deep Purple QW207664,QW207664,0,5295,4837,https://byrappasilk.in/storage/products/featured/featured_699070ad3193f.webp,https://byrappasilks.in/shop/georgette_saree_magenta_deep_purple_qw207664,505,000505.webp,True
Georgette Saree Pink & Purple QW207649,QW207649,0,5295,4837,https://byrappasilk.in/storage/products/featured/featured_6990726ca133c.webp,https://byrappasilks.in/shop/georgette_saree_pink_purple_qw207649,506,000506.webp,True
Georgette Saree Vibrant Rani pink & Sunset Orange QW207664,QW207664,0,5295,4837,https://byrappasilk.in/storage/products/featured/featured_699074cc28bdc.webp,https://byrappasilks.in/shop/georgette_saree_vibrant_rani_pink_sunset_orange_qw207664,507,000507.webp,True
Tissue Saree Sea Green With Ready Blouse QW207752,QW207752,0,4695,4289,https://byrappasilk.in/storage/products/featured/featured_6992fa89b7aa5.webp,https://byrappasilks.in/shop/tissue_saree_sea_green_with_ready_blouse_qw207752,508,000508.webp,True
Semi Kanchipuram Saree Lavender QS298274,QS298274,0,3495,3193,https://byrappasilk.in/storage/products/featured/featured_69932684bf834.webp,https://byrappasilks.in/shop/semi_kanchipuram_saree_lavender_qs298274,509,000509.webp,True
Fancy Elegant White & Gold Striped Saree with Contrast Red Border QS289951,QS289951,0,2695,2462,https://byrappasilk.in/storage/products/featured/featured_699480537d03e.webp,https://byrappasilks.in/shop/fancy_elegant_white_gold_striped_saree_with_contrast_red_border_qs289951,510,000510.webp,True
Party Wear Saree Ivory QS297069,QS297069,0,4295,3924,https://byrappasilk.in/storage/products/featured/featured_6998395dbd134.webp,https://byrappasilks.in/shop/party_wear_saree_ivory_qs297069,511,000511.webp,True
Georgette Saree Purple Colour QW207674,QW207674,5,3995,3650,https://byrappasilk.in/storage/products/featured/featured_699c613de9a68.webp,https://byrappasilks.in/shop/georgette_saree_purple_colour_qw207674,512,000512.webp,True
Khaddhi Georgette Saree Royal Purple & Mint Green Border QW208396,QW208396,10,3995,3650,https://byrappasilk.in/storage/products/featured/featured_699d8a1909ec6.webp,https://byrappasilks.in/shop/khaddhi_georgette_saree_royal_purple_mint_green_border_qw208396,513,000513.webp,True
Khaddhi Georgette Saree Regal Purple & Lime Green Border QW208396,QW208396,6,3995,3650,https://byrappasilk.in/storage/products/featured/featured_699d8af38d2da.webp,https://byrappasilks.in/shop/khaddhi_georgette_saree_regal_purple_lime_green_border_qw208396,514,000514.webp,True
Khaddhi Georgette Saree Vibrant Orange & Peach Border QW208396,QW208396,0,3995,3650,https://byrappasilk.in/storage/products/featured/featured_699d8be81b24a.webp,https://byrappasilks.in/shop/khaddhi_georgette_saree_vibrant_orange_peach_border_qw208396,515,000515.webp,True
Khaddhi Georgette Saree Raspberrry Pink & Lilac Pink Border QW208396,QW208396,8,3995,3650,https://byrappasilk.in/storage/products/featured/featured_699d8e53bb1da.webp,https://byrappasilks.in/shop/khaddhi_georgette_saree_raspberrry_pink_lilac_pink_border_qw208396,516,000516.webp,True
Khaddhi Georgette Saree Orang & Brown Border QW208396er,QW208396,1,3995,3650,https://byrappasilk.in/storage/products/featured/featured_699d8f9c09f13.webp,https://byrappasilks.in/shop/khaddhi_georgette_saree_orang_brown_border_qw208396er,517,000517.webp,True
Pure Tussar Saree Red QS286020,QS286020,0,18995,17352,https://byrappasilk.in/storage/products/featured/featured_699da459f390a.webp,https://byrappasilks.in/shop/pure_tussar_saree_red_qs286020,518,000518.webp,True
Tissue Saree With Bandhani Blouse QS301203,QS301203,0,4995,4563,https://byrappasilk.in/storage/products/featured/featured_699e9d8f67888.webp,https://byrappasilks.in/shop/tissue_saree_with_bandhani_blouse_qs301203,519,000519.webp,True
Semi Tussar Saree Beige & Purple Border QS299451,QS299451,2,2495,2280,https://byrappasilk.in/storage/products/featured/featured_699ec94f39ede.webp,https://byrappasilks.in/shop/semi_tussar_saree_beige_purple_border_qs299451,520,000520.webp,True
Semi Tussar Saree Beige & Magenta Border QS299451,QS299451,1,2495,2280,https://byrappasilk.in/storage/products/featured/featured_699ecd1d17383.webp,https://byrappasilks.in/shop/semi_tussar_saree_beige_magenta_border_qs299451,521,000521.webp,True
Semi Tussar Saree Beige & Dark Dusty Purple Border QS299451,QS299451,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_699fe7e5f246a.webp,https://byrappasilks.in/shop/semi_tussar_saree_beige_dark_dusty_purple_border_qs299451,522,000522.webp,True
Semi Tussar Saree Beige & Olive Green Border QS299451,QS299451,1,2495,2280,https://byrappasilk.in/storage/products/featured/featured_699fe81001d36.webp,https://byrappasilks.in/shop/semi_tussar_saree_beige_olive_green_border_qs299451,523,000523.webp,True
Semi Tussar Saree Beige & Orange Border QS299451,QS299451,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_699fe9b985db0.webp,https://byrappasilks.in/shop/semi_tussar_saree_beige_orange_border_qs299451,524,000524.webp,True
Semi Tussar Saree Beige & Black Border QS299451,QS299451,1,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a002a1e3cd8.webp,https://byrappasilks.in/shop/semi_tussar_saree_beige_black_border_qs299451,525,000525.webp,True
Semi Tussar Saree Beige & Rani Pink Border QS299451,QS299451,1,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a0090a93ff3.webp,https://byrappasilks.in/shop/semi_tussar_saree_beige_rani_pink_border_qs299451,526,000526.webp,True
Semi Tussar Saree Lavender & Turquoise Border QS299395,QS299395,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a01c6907bec.webp,https://byrappasilks.in/shop/semi_tussar_saree_lavender_turquoise_border_qs299395,527,000527.webp,True
Semi Tussar Saree Silver Grey & Coral Red Border QS299406,QS299406,1,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a01e3c45675.webp,https://byrappasilks.in/shop/semi_tussar_saree_silver_grey_coral_red_border_qs299406,528,000528.webp,True
Semi Tussar Saree Pastel Pink & Teal-Blue Border QS299400,QS299400,2,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a01f1ad0d60.webp,https://byrappasilks.in/shop/semi_tussar_saree_pastel_pink_teal_blue_border_qs299400,529,000529.webp,True
Semi Tussar Saree Silver Grey & Rust Orange Border QS299395,QS299395,3,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a01fff388f4.webp,https://byrappasilks.in/shop/semi_tussar_saree_silver_grey_rust_orange_border_qs299395,530,000530.webp,True
Semi Tussar Saree Elegant Peach & Blush Pink Border QS299395,QS299404,2,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a0231c2a7a1.webp,https://byrappasilks.in/shop/semi_tussar_saree_elegant_peach_blush_pink_border_qs299395,531,000531.webp,True
Semi Tussar Saree Mustard Yellow & Pink Border QS299395,QS299395,1,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a02b8e0c9a0.webp,https://byrappasilks.in/shop/semi_tussar_saree_mustard_yellow_pink_border_qs299395,532,000532.webp,True
Semi Tussar Saree Onion Pink & Charcoal Border QS299395,QS299395,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a02f723bc84.webp,https://byrappasilks.in/shop/semi_tussar_saree_onion_pink_charcoal_border_qs299395,533,000533.webp,True
Semi Tussar Saree Maroon & Charcoal Black Border QS299395,QS299395,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a030b505f56.webp,https://byrappasilks.in/shop/semi_tussar_saree_maroon_charcoal_black_border_qs299395,534,000534.webp,True
Semi Tussar Saree Sage Green & Antique Gold Border QS299395,QS299395,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a033586ad32.webp,https://byrappasilks.in/shop/semi_tussar_saree_sage_green_antique_gold_border_qs299395,535,000535.webp,True
Semi Tussar Saree Sky Blue & Silver Grey QS299395,QS299395,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a0347466b7a.webp,https://byrappasilks.in/shop/semi_tussar_saree_sky_blue_silver_grey_qs299395,536,000536.webp,True
Semi Tussar Saree Black Colour QS299439,QS299439,0,2195,2006,https://byrappasilk.in/storage/products/featured/featured_69a13982c5d0e.webp,https://byrappasilks.in/shop/semi_tussar_saree_black_colour_qs299439,537,000537.webp,True
Semi Tussar Saree Green Colour QS299442,QS299442,0,2195,2006,https://byrappasilk.in/storage/products/featured/featured_69a1395ee948b.webp,https://byrappasilks.in/shop/semi_tussar_saree_green_colour_qs299442,538,000538.webp,True
Semi Tussar Saree Half-White Colour QS299443,QS299443,0,2195,2006,https://byrappasilk.in/storage/products/featured/featured_69a139485405d.webp,https://byrappasilks.in/shop/semi_tussar_saree_half_white_colour_qs299443,539,000539.webp,True
Semi Tussar Saree Teal blue colour QS299441,QS299441,0,2195,2006,https://byrappasilk.in/storage/products/featured/featured_69a1390e4d870.webp,https://byrappasilks.in/shop/semi_tussar_saree_teal_blue_colour_qs299441,540,000540.webp,True
Mul Cotton Saree White QS301547,QS301547,0,895,818,https://byrappasilk.in/storage/products/featured/featured_69a17fdc19ad2.webp,https://byrappasilks.in/shop/mul_cotton_saree_white_qs301547_1,541,000541.webp,True
Semi Tussar Saree Vibrant Orange & Purple Border QS299393,QS299393,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a197facf068.webp,https://byrappasilks.in/shop/semi_tussar_saree_vibrant_orange_purple_border_qs299393,542,000542.webp,True
Semi Tussar Saree Steel Blue & Peach Border QS299393,QS299393,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a1991c28ccb.webp,https://byrappasilks.in/shop/semi_tussar_saree_steel_blue_peach_border_qs299393,543,000543.webp,True
Semi Tussar Saree Mauve-pink & Mustard Gold Border QS299399,QS299399,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a19aea50f7c.webp,https://byrappasilks.in/shop/semi_tussar_saree_mauve_pink_mustard_gold_border_qs299399,544,000544.webp,True
Semi Tussar Saree Peach & Charcoal Grey Border QS299393,QS299393,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69a19c66c3793.webp,https://byrappasilks.in/shop/semi_tussar_saree_peach_charcoal_grey_border_qs299393,545,000545.webp,True
Tissue Saree With Bandhani Blouse  QS301073,QS301073,0,6995,6390,https://byrappasilk.in/storage/products/featured/featured_69a296bdb8192.webp,https://byrappasilks.in/shop/tissue_saree_with_bandhani_blouse_qs301073,546,000546.webp,True
Cocktail Saree with Sequence & Ready Blouse  QS301361,QS301361,1,13995,12785,https://byrappasilk.in/storage/products/featured/featured_69a2a7255d571.webp,https://byrappasilks.in/shop/cocktail_saree_with_sequence_ready_blouse_qs301361,547,000547.webp,True
Printed Saree with Zari Pallu Half-White QS301614,QS301614,0,3695,3376,https://byrappasilk.in/storage/products/featured/featured_69a2ab2e9fd99.webp,https://byrappasilks.in/shop/printed_saree_with_zari_pallu_half_white_qs301614,548,000548.webp,True
Printed Saree with Zari Pallu White QS301725,QS301725,0,3695,3376,https://byrappasilk.in/storage/products/featured/featured_69a2abcd0208b.webp,https://byrappasilks.in/shop/printed_saree_with_zari_pallu_white_qs301725,549,000549.webp,True
Pure Kanchipuram saree Brocade Design-QS304569,QS304569,0,21995,20093,https://byrappasilk.in/storage/products/featured/featured_69a31f384faa6.webp,https://byrappasilks.in/shop/pure_kanchipuram_saree_brocade_design_qs304569,550,000550.webp,True
Satin Saree With Shibori Design QS302009,QS302009,0,8995,8217,https://byrappasilk.in/storage/products/featured/featured_69a53264a1fec.webp,https://byrappasilks.in/shop/satin_saree_with_shibori_design_qs302009,551,000551.webp,True
Position Print Pink & Teal Banarasi Saree QS302107,QS302107,0,5995,5477,https://byrappasilk.in/storage/products/featured/featured_69a534f09fcaa.webp,https://byrappasilks.in/shop/position_print_pink_teal_banarasi_saree_qs302107,552,000552.webp,True
Position Print Cream & Rani pink Banarasi Saree QS302088,QS302088,0,5995,5477,https://byrappasilk.in/storage/products/featured/featured_69a53694c890b.webp,https://byrappasilks.in/shop/position_print_cream_rani_pink_banarasi_saree_qs302088,553,000553.webp,True
Semi Tussar Saree Sea Green Traditional Forest Motifs QS301387,QS301387,0,5695,5203,https://byrappasilk.in/storage/products/featured/featured_69a6dd0e8ae56.webp,https://byrappasilks.in/shop/semi_tussar_saree_sea_green_traditional_forest_motifs_qs301387,554,000554.webp,True
Satin Saree With Shibori Design QS302008,QS302008,0,8995,8217,https://byrappasilk.in/storage/products/featured/featured_69a6e38fe2b97.webp,https://byrappasilks.in/shop/satin_saree_with_shibori_design_qs302008,555,000555.webp,True
Tussar Saree Black QS305846,QS305846,-1,3695,3376,https://byrappasilk.in/storage/products/featured/featured_69a98a1c33af2.webp,https://byrappasilks.in/shop/tussar_saree_black_qs305846,556,000556.webp,True
Daily Wear Linen Saree White & Pink QS303135,QS303135,0,1595,1458,https://byrappasilk.in/storage/products/featured/featured_69a9c629ee74c.webp,https://byrappasilks.in/shop/daily_wear_linen_saree_white_pink_qs303135,557,000557.webp,True
Daily Wear Linen Saree White & Mustard Yellow QS303145,QS303145,0,1595,1458,https://byrappasilk.in/storage/products/featured/featured_69a9c6c2ca31b.webp,https://byrappasilks.in/shop/daily_wear_linen_saree_white_mustard_yellow_qs303145,558,000558.webp,True
Daily Wear Linen Saree White & Peach QS303148,QS303148,0,1595,1458,https://byrappasilk.in/storage/products/featured/featured_69a9c774bc43e.webp,https://byrappasilks.in/shop/daily_wear_linen_saree_white_peach_qs303148,559,000559.webp,True
Daily Wear Linen Saree White & Green QS303147,QS303147,0,1595,1458,https://byrappasilk.in/storage/products/featured/featured_69a9c81a3613d.webp,https://byrappasilks.in/shop/daily_wear_linen_saree_white_green_qs303147,560,000560.webp,True
Banarasi Saree With Meenakari Work White & Green QS305718,QS305718,0,4695,4289,https://byrappasilk.in/storage/products/featured/featured_69a9ce63ca61b.webp,https://byrappasilks.in/shop/banarasi_saree_with_meenakari_work_white_green_qs305718,561,000561.webp,True
Banarasi Saree With Meenakari Work White & Yellow QS305718,QS305718,0,4695,4289,https://byrappasilk.in/storage/products/featured/featured_69a9ce2cf1231.webp,https://byrappasilks.in/shop/banarasi_saree_with_meenakari_work_white_yellow_qs305718,562,000562.webp,True
Fancy party Wear Saree Fawn  QS304774,QS304774,0,4995,4563,https://byrappasilk.in/storage/products/featured/featured_69e71062c2f99.webp,https://byrappasilks.in/shop/fancy_party_wear_saree_fawn_qs304774,563,000563.webp,True
Semi Tussar Saree with Check Magenta Pink & Orange Border QS299428,QS299428,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_69aaac1bc4b7d.webp,https://byrappasilks.in/shop/semi_tussar_saree_with_check_magenta_pink_orange_border_qs299428,564,000564.webp,True
Banarasi Saree With Meenakari Work White & Pink QS305718,QS305718,0,4695,4289,https://byrappasilk.in/storage/products/featured/featured_69afb4ff16cc8.webp,https://byrappasilks.in/shop/banarasi_saree_with_meenakari_work_white_pink_qs305718,565,000565.webp,True
Banarasi Saree With Meenakari Work White & Grey QS305718,QS305718,0,4695,4289,https://byrappasilk.in/storage/products/featured/featured_69afb63bdd755.webp,https://byrappasilks.in/shop/banarasi_saree_with_meenakari_work_white_grey_qs305718,566,000566.webp,True
Semi Tussar Saree Cream Colour QS303518,QS303518,0,1795,1640,https://byrappasilk.in/storage/products/featured/featured_69aff49d748a5.webp,https://byrappasilks.in/shop/semi_tussar_saree_cream_colour_qs303518,567,000567.webp,True
Semi Tussar Saree Cream Colour QS303562,QS303562,0,2695,2462,https://byrappasilk.in/storage/products/featured/featured_69aff5ec9e577.webp,https://byrappasilks.in/shop/semi_tussar_saree_cream_colour_qs303562,568,000568.webp,True
Semi Tussar Saree Cream Colour QS303468,QS303468,0,1795,1640,https://byrappasilk.in/storage/products/featured/featured_69aff68002c06.webp,https://byrappasilks.in/shop/semi_tussar_saree_cream_colour_qs303468,569,000569.webp,True
Semi Tussar Saree Cream Colour QS303501,QS303501,0,1995,1823,https://byrappasilk.in/storage/products/featured/featured_69aff70d98fb9.webp,https://byrappasilks.in/shop/semi_tussar_saree_cream_colour_qs303501,570,000570.webp,True
Semi Tussar Saree Cream Colour QS303540,QS303540,0,2395,2188,https://byrappasilk.in/storage/products/featured/featured_69aff87dc1bc8.webp,https://byrappasilks.in/shop/semi_tussar_saree_cream_colour_qs303540,571,000571.webp,True
Semi Tussar Saree With Paithani Border Black Colour QS301126,QS301126,0,2995,2736,https://byrappasilk.in/storage/products/featured/featured_69b01a5ec9909.webp,https://byrappasilks.in/shop/semi_tussar_saree_with_paithani_border_black_colour_qs301126,572,000572.webp,True
Satin  Saree With Navy Blue & Slate Grey Marble Print QS288083,QS288083,0,1795,1640,https://byrappasilk.in/storage/products/featured/featured_69b3d3ebc291d.webp,https://byrappasilks.in/shop/satin_saree_with_navy_blue_slate_grey_marble_print_qs288083,573,000573.webp,True
Fancy party Wear Saree Sage Green QS304774,QS304774,-4,4995,4563,https://byrappasilk.in/storage/products/featured/featured_69e71048789d4.webp,https://byrappasilks.in/shop/fancy_party_wear_saree_sage_green_qs304774,574,000574.webp,True
Fancy party Wear Saree Dusty Rose QS304774,QS304774,0,4995,4563,https://byrappasilk.in/storage/products/featured/featured_69b3f96aca874.webp,https://byrappasilks.in/shop/fancy_party_wear_saree_dusty_rose_qs304774,575,000575.webp,True
Semi Tussar Saree Beige & Pink Floral Embroidery Cross stitch QS308953,QS308953,0,3895,3559,https://byrappasilk.in/storage/products/featured/featured_69b42fad503a2.webp,https://byrappasilks.in/shop/semi_tussar_saree_beige_pink_floral_embroidery_cross_stitch_qs308953,576,000576.webp,True
Pure Kanjeevaram Silk Saree Deep Maroon Shade I200093,I200093,1,28995,26487,https://byrappasilk.in/storage/products/featured/featured_69badeac3da47.webp,https://byrappasilks.in/shop/pure_kanjeevaram_silk_saree_deep_maroon_shade_i200093,577,000577.webp,True
Pure Kanchipuram Black & Parrot Green with Gold Zari Border I200078,I200078,0,26995,24660,https://byrappasilk.in/storage/products/featured/featured_69bc18e2003fa.webp,https://byrappasilks.in/shop/pure_kanchipuram_black_parrot_green_with_gold_zari_border_i200078,578,000578.webp,True
Semi Tussar Saree Black With Hot Pink Border QS304630,QS304630,0,3995,3650,https://byrappasilk.in/storage/products/featured/featured_69bce7dd64668.webp,https://byrappasilks.in/shop/semi_tussar_saree_black_with_hot_pink_border_qs304630,579,000579.webp,True
Fancy Saree Striking Temple Geometric Print  - QS301097,QS301097,1,6995,6390,https://byrappasilk.in/storage/products/featured/featured_69bceee36181b.webp,https://byrappasilks.in/shop/fancy_saree_striking_temple_geometric_print_qs301097,580,000580.webp,True
Linen Cotton Saree Elephant Print Peach QS312011,QS312011,0,1695,1549,https://byrappasilk.in/storage/products/featured/featured_69bd21c6cf55c.webp,https://byrappasilks.in/shop/linen_cotton_saree_elephant_print_peach_qs312011,581,000581.webp,True
Linen Cotton Saree Elephant Print Blue QS312011,QS312011,1,1695,1549,https://byrappasilk.in/storage/products/featured/featured_69bd227561305.webp,https://byrappasilks.in/shop/linen_cotton_saree_elephant_print_blue_qs312011,582,000582.webp,True
Linen Cotton Saree Elephant Print Pink QS312011,QS312011,-1,1695,1550,https://byrappasilk.in/storage/products/featured/featured_69bd2365af87a.webp,https://byrappasilks.in/shop/linen_cotton_saree_elephant_print_pink_qs312011,583,000583.webp,True
Linen Cotton Saree Elephant Print Mustard QS312011,QS312011,0,1695,1550,https://byrappasilk.in/storage/products/featured/featured_69bd297c829ab.webp,https://byrappasilks.in/shop/linen_cotton_saree_elephant_print_mustard_qs312011,584,000584.webp,True
Linen Cotton Saree Elephant Print Green QS312011,QS312011,-1,1695,1550,https://byrappasilk.in/storage/products/featured/featured_69bd2a8ab0652.webp,https://byrappasilks.in/shop/linen_cotton_saree_elephant_print_green_qs312011,585,000585.webp,True
Daily Wear Linen Saree White & Peach QS303120,QS303120,0,1595,1458,https://byrappasilk.in/storage/products/featured/featured_69bd3346b8a6e.webp,https://byrappasilks.in/shop/daily_wear_linen_saree_white_peach_qs303120,586,000586.webp,True
Daily Wear Linen Saree White & Mustard Yellow QS303120,QS303120,1,1595,1450,https://byrappasilk.in/storage/products/featured/featured_69bd342280e41.webp,https://byrappasilks.in/shop/daily_wear_linen_saree_white_mustard_yellow_qs303120,587,000587.webp,True
Daily Wear Linen Saree White & Green QS303120,QS303120,0,1595,1450,https://byrappasilk.in/storage/products/featured/featured_69bd3491784ed.webp,https://byrappasilks.in/shop/daily_wear_linen_saree_white_green_qs303120,588,000588.webp,True
Daily Wear Linen Saree White & Teal Blue QS303120,QS303120,0,1595,1450,https://byrappasilk.in/storage/products/featured/featured_69bd35172fb08.webp,https://byrappasilks.in/shop/daily_wear_linen_saree_white_teal_blue_qs303120,589,000589.webp,True
Daily Wear Linen Saree White & Orange QS303120,QS303120,0,1595,1450,https://byrappasilk.in/storage/products/featured/featured_69bd3583496e2.webp,https://byrappasilks.in/shop/daily_wear_linen_saree_white_orange_qs303120,590,000590.webp,True
Pure Kanchipuram Burberry Checks Saree QS310215,QS310215,1,19995,18266,https://byrappasilk.in/storage/products/featured/featured_69be4a3ed9375.webp,https://byrappasilks.in/shop/pure_kanchipuram_burberry_checks_saree_qs310215,591,000591.webp,True
Semi Tussar Saree Kutch Work Border QS319203,QS319203,-1,6995,6390,https://byrappasilk.in/storage/products/featured/featured_69c22c7606e5d.webp,https://byrappasilks.in/shop/semi_tussar_saree_kutch_work_border_qs319203,592,000592.webp,True
Semi Tussar Saree With Paithani Border Lime Green Colour  QS315436,QS315436,0,1795,1640,https://byrappasilk.in/storage/products/featured/featured_69c3c25bdb30e.webp,https://byrappasilks.in/shop/semi_tussar_saree_with_paithani_border_lime_green_colour_qs315436,593,000593.webp,True
